smiles,original_smiles,molecular_formula,num_atoms,fragment_formula
CC(=O)Nc1ccc(O)c(OC2N=C3C4OC2CC2C3N42)c1,CC(=O)Nc1ccc(O)cc1,C15H15N3O4,37,C7H8N2O2
CC(=O)N(c1ccc(O)cc1)C1OC2OCCCN21,CC(=O)Nc1ccc(O)cc1,C13H16N2O4,35,C5H9NO2
CCC(O)CCOC1CCC1N(C(C)=O)c1ccc(O)cc1,CC(=O)Nc1ccc(O)cc1,C17H25NO4,47,C9H18O2
CC(=O)Nc1ccc(O)c(C(F)C(F)F)c1,CC(=O)Nc1ccc(O)cc1,C10H10F3NO2,26,C2H3F3
CC(=O)Nc1ccc(O)c(C23C45CN6C78C(NO)C9(CN4C792)C63C58)c1,CC(=O)Nc1ccc(O)cc1,C18H16N4O3,41,C10H9N3O
CC(=O)Nc1ccc(O)cc1N1C23N=C(O)C14C2C1C(O3)C2CC4(C)C21,CC(=O)Nc1ccc(O)cc1,C19H19N3O4,45,C11H12N2O2
CC(=O)Nc1ccc(OCC(C)(C2=CC2CO)C(O)CN)cc1,CC(=O)Nc1ccc(O)cc1,C17H24N2O4,47,C9H17NO2
CC(=O)Nc1ccc(O)cc1C12C3C4=CC5N1C3(O4)C52OO,CC(=O)Nc1ccc(O)cc1,C15H12N2O5,34,C7H5NO3
CC(=O)Nc1ccc(O)c(C23C4C5OC6C7(C8C5C5ON8C62C57)N43)c1,CC(=O)Nc1ccc(O)cc1,C18H15N3O4,40,C10H8N2O2
CC(=O)Nc1ccc(O)c(OC2(O)C3C4C5CC67OC4C26C537)c1,CC(=O)Nc1ccc(O)cc1,C17H15NO5,38,C9H8O3
CCC(N)=C(C)c1cc(O)ccc1NC(C)=O,CC(=O)Nc1ccc(O)cc1,C13H18N2O2,35,C5H11N
O=C(CC12ON1COC1C3C=CC1C32)Nc1ccc(O)cc1,CC(=O)Nc1ccc(O)cc1,C16H16N2O4,38,C8H9NO2
CC(=O)Nc1ccc(OC2(C)OC34CC5CN3CC4C5C2O)cc1,CC(=O)Nc1ccc(O)cc1,C18H22N2O4,46,C10H15NO2
CC(=O)Nc1ccc(O)c(C2C3C4CCOC5C(CC4)C4C(N54)C23C)c1,CC(=O)Nc1ccc(O)cc1,C21H26N2O3,52,C13H19NO
COC(CC(=O)Nc1ccc(O)cc1)CN1C2=C3C1C1OC321,CC(=O)Nc1ccc(O)cc1,C16H16N2O4,38,C8H9NO2
CC(=O)Nc1ccc(O)c(C23CC4=C(CNC2CCO)C43)c1,CC(=O)Nc1ccc(O)cc1,C17H20N2O3,42,C9H13NO
CC(=O)Nc1ccc(OC23CC4(N)CN5C6C7OC89C6C58C49C72O3)cc1,CC(=O)Nc1ccc(O)cc1,C19H17N3O4,43,C11H10N2O2
O=C(COC12CC34CN5C1C3OC54C2)Nc1ccc(O)cc1,CC(=O)Nc1ccc(O)cc1,C16H16N2O4,38,C8H9NO2
CC(=O)Nc1ccc(O)c(ON2C3C2C24CC5(CCC52)C34)c1,CC(=O)Nc1ccc(O)cc1,C17H18N2O3,40,C9H11NO
CC(=O)N(c1ccc(O)cc1)C1C2OC3=C(O2)SC1C3,CC(=O)Nc1ccc(O)cc1,C14H13NO4S,33,C6H6O2S
CC(=O)Nc1ccc(O)cc1N1C2SC=CN21,CC(=O)Nc1ccc(O)cc1,C11H11N3O2S,28,C3H4N2S
C=NC1C=NC(Oc2ccc(NC(C)=O)cc2)O1,CC(=O)Nc1ccc(O)cc1,C12H13N3O3,31,C4H6N2O
CC(=O)Nc1ccc(O)c(C23CC#CC(C)C(COOC=NC2)N3)c1,CC(=O)Nc1ccc(O)cc1,C18H21N3O4,46,C10H14N2O2
CC(=O)Nc1ccc(O)c(C23C4CC(C)CC2(CO)OCC2=C4N23)c1,CC(=O)Nc1ccc(O)cc1,C19H22N2O4,47,C11H15NO2
CCC1ON2OOC12N(C(C)=O)c1ccc(O)cc1,CC(=O)Nc1ccc(O)cc1,C12H14N2O5,33,C4H7NO3
CC(=O)Nc1ccc(O)cc1C1C2ONC2C12C=C2S,CC(=O)Nc1ccc(O)cc1,C14H14N2O3S,34,C6H7NOS
CC(=O)Nc1ccc(O)cc1CN1OC1O,CC(=O)Nc1ccc(O)cc1,C10H12N2O4,28,C2H5NO2
CC(=O)Nc1ccc(O)c(C23C4C5C6CC7C8NC9(OC492)C78CC653)c1,CC(=O)Nc1ccc(O)cc1,C20H18N2O3,43,C12H11NO
CC(=O)Nc1ccc(O)c(CCCCC(N)O)c1,CC(=O)Nc1ccc(O)cc1,C13H20N2O3,38,C5H13NO
CC(=O)N(c1ccc(O)cc1)C1COC1C,CC(=O)Nc1ccc(O)cc1,C12H15NO3,31,C4H8O
CC(=O)N(c1ccc(O)cc1)C12C(N)C34C(C(Cl)C31)C42,CC(=O)Nc1ccc(O)cc1,C15H15ClN2O2,35,C7H8ClN
CC(=O)N(c1ccc(O)cc1)C1OCC2(O)SN=CC23C2C1C23O,CC(=O)Nc1ccc(O)cc1,C16H16N2O5S,40,C8H9NO3S
CC(=O)Nc1ccc(O)c(C2(C)CC(O)N(C)CC2C=O)c1,CC(=O)Nc1ccc(O)cc1,C16H22N2O4,44,C8H15NO2
CC(=O)Nc1ccc(O)c(N2C3CC45CC(N)C6(OCC37C4C576)C2C)c1,CC(=O)Nc1ccc(O)cc1,C20H23N3O3,49,C12H16N2O
COC(N=Cc1cc(O)ccc1NC(C)=O)OC=O,CC(=O)Nc1ccc(O)cc1,C12H14N2O5,33,C4H7NO3
CC(=O)Nc1ccc(O)cc1C1(Cl)CC2=C3OC21C3Cl,CC(=O)Nc1ccc(O)cc1,C14H11Cl2NO3,31,C6H4Cl2O
N=CC1OCC2=C3C2C31CC(=O)Nc1ccc(O)cc1,CC(=O)Nc1ccc(O)cc1,C15H14N2O3,34,C7H7NO
CC(=O)Nc1ccc(O)cc1C(C)CC1OC2OC12,CC(=O)Nc1ccc(O)cc1,C14H17NO4,36,C6H10O2
CC(=O)Nc1ccc(O)c(C23C4CC25C2CN6C4C3C2(ON5O)C6C)c1,CC(=O)Nc1ccc(O)cc1,C19H21N3O4,47,C11H14N2O2
CC(=O)Nc1ccc(O)cc1C12COC1CN1C3(O)C4CCC15C4C5C23,CC(=O)Nc1ccc(O)cc1,C20H22N2O4,48,C12H15NO2
CC(=O)Nc1ccc(O)cc1C1C23CON4C5C6CC7C2N(C3N65)C714,CC(=O)Nc1ccc(O)cc1,C18H18N4O3,43,C10H11N3O
CCC(CNCCC1CC1)c1cc(O)ccc1NC(C)=O,CC(=O)Nc1ccc(O)cc1,C17H26N2O2,47,C9H19N
CC(=O)Nc1ccc(O)cc1N1C2C3C4=C3C3OC2C1C3ON4,CC(=O)Nc1ccc(O)cc1,C16H15N3O4,38,C8H8N2O2
CC(=O)Nc1ccc(O)cc1C1CC1C(C)=C1CC2C(C)NC3C1C23,CC(=O)Nc1ccc(O)cc1,C21H26N2O2,51,C13H19N
CC(=O)Nc1ccc(O)c(C2CCOCCC3NC3N(C)C2)c1,CC(=O)Nc1ccc(O)cc1,C17H25N3O3,48,C9H18N2O
CC(=O)Nc1ccc(O)cc1C12COC34CC5NOC16C5C36C2C4,CC(=O)Nc1ccc(O)cc1,C18H18N2O4,42,C10H11NO2
CC(=O)Nc1ccc(O)cc1C1NC23C4CC5C6C12OC12C7C51C73C62C4,CC(=O)Nc1ccc(O)cc1,C21H18N2O3,44,C13H11NO
CC(=O)Nc1ccc(O)c(C2(N)C3=C4C5CC6CC(OCC2C3C5)C46)c1,CC(=O)Nc1ccc(O)cc1,C21H24N2O3,50,C13H17NO
C=C(CCC(N)(CO)NC)c1cc(O)ccc1NC(C)=O,CC(=O)Nc1ccc(O)cc1,C15H23N3O3,44,C7H16N2O
CC(=O)Nc1ccc(OC(F)(F)C(F)(F)C(F)(F)F)cc1,CC(=O)Nc1ccc(O)cc1,C11H8F7NO2,29,C3HF7
CC(=O)N(NC(C)(OC1=CC12C#C2)C(O)Cl)c1ccc(O)cc1,CC(=O)Nc1ccc(O)cc1,C16H15ClN2O4,38,C8H8ClNO2
CC(=O)N(c1ccc(O)cc1)C12N3C4OC45C3C(C)C34OC31C542,CC(=O)Nc1ccc(O)cc1,C17H14N2O4,37,C9H7NO2
CCC(CNC)C1CCC1c1cc(NC(C)=O)ccc1O,CC(=O)Nc1ccc(O)cc1,C17H26N2O2,47,C9H19N
CC1C2CON3C1C1C=C2C13CC(=O)Nc1ccc(O)cc1,CC(=O)Nc1ccc(O)cc1,C17H18N2O3,40,C9H11NO
CC(=O)Nc1ccc(O)c(C2C3C=C4NOC56CN7C8OC48C5C37N26)c1,CC(=O)Nc1ccc(O)cc1,C18H16N4O4,42,C10H9N3O2
CC(=O)Nc1ccc(O)cc1C1(Cl)C(Cl)C2=C3C2C31,CC(=O)Nc1ccc(O)cc1,C14H11Cl2NO2,30,C6H4Cl2
O=C(CC=C1NC(CC2=CC2)CCOC2NN12)Nc1ccc(O)cc1,CC(=O)Nc1ccc(O)cc1,C18H22N4O3,47,C10H15N3O
CCC(CC(C)C(C)CC)c1cc(NC(C)=O)ccc1O,CC(=O)Nc1ccc(O)cc1,C18H29NO2,50,C10H22
CC(=O)Nc1ccc(O)cc1C1(O)C23NN4N5C6CC41C1C(=CO2)C3C615,CC(=O)Nc1ccc(O)cc1,C18H16N4O4,42,C10H9N3O2
CC(=O)Nc1ccc(O)c(C23C4=CC2C43CC(Cl)Cl)c1,CC(=O)Nc1ccc(O)cc1,C15H13Cl2NO2,33,C7H6Cl2
C=C1C2=C3C1N1C3C1(CC(=O)Nc1ccc(O)cc1)S2,CC(=O)Nc1ccc(O)cc1,C15H12N2O2S,32,C7H5NS
CC(=O)Nc1ccc(O)cc1C1C2C3=C4C5C(CC16CC45O6)C32,CC(=O)Nc1ccc(O)cc1,C19H17NO3,40,C11H10O
CC(CC(=O)Nc1ccc(O)cc1)CC1NC#CN2OC2N1,CC(=O)Nc1ccc(O)cc1,C15H18N4O3,40,C7H11N3O
CC(=O)N(c1ccc(O)cc1)C1n2cnn21,CC(=O)Nc1ccc(O)cc1,C10H10N4O2,26,C2H3N3
CC(=O)Nc1ccc(O)c(-c2c3c4c5n2C(CCOO)C(N3)C45CO)c1,CC(=O)Nc1ccc(O)cc1,C18H19N3O5,45,C10H12N2O3
CC(=O)Nc1ccc(O)cc1OC1OCCCC1C(O)OO,CC(=O)Nc1ccc(O)cc1,C14H19NO7,41,C6H12O5
CC(=O)Nc1ccc(O)c(CC23C4C5C(O)C6C5C62COOC43O)c1,CC(=O)Nc1ccc(O)cc1,C18H19NO6,44,C10H12O4
C=CCC(CC(=O)Nc1ccc(O)cc1)C(C)CC,CC(=O)Nc1ccc(O)cc1,C16H23NO2,42,C8H16
CC(=O)Nc1ccc(OC23C4C5CN4C52C2CN23)cc1,CC(=O)Nc1ccc(O)cc1,C15H15N3O2,35,C7H8N2
O=C(CC1C23CC12N1OCN13)Nc1ccc(O)cc1,CC(=O)Nc1ccc(O)cc1,C13H13N3O3,32,C5H6N2O
C=C1CC23CC2(N(C(C)=O)c2ccc(O)cc2)C3CC1C,CC(=O)Nc1ccc(O)cc1,C18H21NO2,42,C10H14
CCCCOc1cc(NC(C)=O)ccc1O,CC(=O)Nc1ccc(O)cc1,C12H17NO3,33,C4H10O
CC(=O)Nc1ccc(O)c(C23CC45CC6(C)OC2(O4)N5OC63)c1,CC(=O)Nc1ccc(O)cc1,C16H16N2O5,39,C8H9NO3
CC(=O)Nc1ccc(O)cc1C1C2CC=CC3(N)C(O)NC4C2C413,CC(=O)Nc1ccc(O)cc1,C18H21N3O3,45,C10H14N2O
CC(=O)Nc1ccc(O)cc1C12CC3C4CC(C(O)C56OC5C61)C32O4,CC(=O)Nc1ccc(O)cc1,C19H19NO5,44,C11H12O3
CNCCC1OC2(N(C(C)=O)c3ccc(O)cc3)CN3OC132,CC(=O)Nc1ccc(O)cc1,C15H19N3O4,41,C7H12N2O2
CC(=O)Nc1ccc(O)cc1C12N=NC1C1C3C4C5C1C35N42,CC(=O)Nc1ccc(O)cc1,C16H14N4O2,36,C8H7N3
CC(=O)Nc1ccc(OC23C4=CC2C3(CCl)C(O)C4)cc1,CC(=O)Nc1ccc(O)cc1,C16H16ClNO3,37,C8H9ClO
CC(=O)Nc1ccc(O)c(C2=C3C=CCC4=CC(OC2)C4OC3)c1,CC(=O)Nc1ccc(O)cc1,C19H19NO4,43,C11H12O2
CC(=O)Nc1ccc(OC23C4CC5C2(C(Cl)Cl)C453)cc1,CC(=O)Nc1ccc(O)cc1,C15H13Cl2NO2,33,C7H6Cl2
CC(=O)Nc1ccc(OC23C(C)=CC24CCC3OC4O)cc1,CC(=O)Nc1ccc(O)cc1,C17H19NO4,41,C9H12O2
O=C(CC1CC23CC45NC6C4=C2C3(N5)C16)Nc1ccc(O)cc1,CC(=O)Nc1ccc(O)cc1,C18H17N3O2,40,C10H10N2
CC(=O)Nc1ccc(O)c(C2C3C4NC5N2C3C45C)c1,CC(=O)Nc1ccc(O)cc1,C15H17N3O2,37,C7H10N2
CC(=O)Nc1ccc(O)c(C2COC3C4C5C6OOC(C)(C25)C3C64)c1,CC(=O)Nc1ccc(O)cc1,C19H21NO5,46,C11H14O3
CC(=O)Nc1ccc(O)cc1CC1C2=CC(C(C)C13CCC31NN1)N2O,CC(=O)Nc1ccc(O)cc1,C19H24N4O3,50,C11H17N3O
CC(=O)Nc1ccc(ON2OC34C(OC=N)C5(C6OC=CC635)[SH3]24)cc1,CC(=O)Nc1ccc(O)cc1,C16H17N3O5S,42,C8H10N2O3S
C=C1C=C(CC(=O)Nc2ccc(O)cc2)C=N1,CC(=O)Nc1ccc(O)cc1,C13H12N2O2,29,C5H5N
CCC12C3=CN(N)C1(CC(=O)Nc1ccc(O)cc1)C1CC2C31,CC(=O)Nc1ccc(O)cc1,C18H21N3O2,44,C10H14N2
C=C1C=C2OC(O2)C(Nc2cc(NC(C)=O)ccc2O)C1,CC(=O)Nc1ccc(O)cc1,C15H16N2O4,37,C7H9NO2
C=CCCCNC(CCC)c1cc(O)ccc1NC(C)=O,CC(=O)Nc1ccc(O)cc1,C17H26N2O2,47,C9H19N
CC(=O)Nc1ccc(O)c(CC(C)(C)O)c1,CC(=O)Nc1ccc(O)cc1,C12H17NO3,33,C4H10O
CC(=O)Nc1ccc(O)cc1OC1=C2C3CC4N5C26NC4(C1)NC356,CC(=O)Nc1ccc(O)cc1,C17H16N4O3,40,C9H9N3O
CC(=O)Nc1ccc(O)c(-c2ccccc2F)c1,CC(=O)Nc1ccc(O)cc1,C14H12FNO2,30,C6H5F
C=C1NC2C3C1(O)CC23c1cc(NC(C)=O)ccc1O,CC(=O)Nc1ccc(O)cc1,C15H16N2O3,36,C7H9NO
CC(=O)Nc1ccc(O)cc1C(C)C(O)C1=NC(C)C1,CC(=O)Nc1ccc(O)cc1,C15H20N2O3,40,C7H13NO
O=C(CC1OC2CCN=COC1=CS2)Nc1ccc(O)cc1,CC(=O)Nc1ccc(O)cc1,C15H16N2O4S,38,C7H9NO2S
CC(=O)Nc1ccc(O)cc1C1CC2CC1=CO2,CC(=O)Nc1ccc(O)cc1,C14H15NO3,33,C6H8O
CC(=O)Nc1ccc(O)cc1CC1CC2CC3C(C1N)C1C2C31,CC(=O)Nc1ccc(O)cc1,C19H24N2O2,47,C11H17N
CC(=O)N(c1ccc(O)cc1)C1C=CC=C2OC21C,CC(=O)Nc1ccc(O)cc1,C15H15NO3,34,C7H8O
CNS(=O)(=O)Oc1ccc(NC(C)=O)cc1,CC(=O)Nc1ccc(O)cc1,C9H12N2O4S,28,CH5NO2S
CC(=O)Nc1ccc(O)c(C2C(C)C3C4C(N)C25CCC34C=COO5)c1,CC(=O)Nc1ccc(O)cc1,C20H24N2O4,50,C12H17NO2
O=C(CC12CC34C5CC6C7=CC13C7C54C62)Nc1ccc(O)cc1,CC(=O)Nc1ccc(O)cc1,C20H17NO2,40,C12H10
CC(=O)Nc1ccc(O)cc1C1C2C3N=C3C12Cl,CC(=O)Nc1ccc(O)cc1,C13H11ClN2O2,29,C5H4ClN
CC(=O)Nc1ccc(O)c(C23ONC(N)CCC2C3O)c1,CC(=O)Nc1ccc(O)cc1,C14H19N3O4,40,C6H12N2O2
CC(=O)Nc1ccc(O)c(C(CCN)C(C)(O)CC2CC2)c1,CC(=O)Nc1ccc(O)cc1,C17H26N2O3,48,C9H19NO
C=C1C2NC3C(N(C(C)=O)c4ccc(O)cc4)C2C1N3C,CC(=O)Nc1ccc(O)cc1,C16H19N3O2,40,C8H12N2
CCCN(C)OC(C1C=C1)N(C(C)=O)c1ccc(O)cc1,CC(=O)Nc1ccc(O)cc1,C16H22N2O3,43,C8H15NO
CC(=O)Nc1ccc(O)cc1C1C2OC1C1=C2OC=CO1,CC(=O)Nc1ccc(O)cc1,C15H13NO5,34,C7H6O3
O=C(CN1CC2COCC21)Nc1ccc(O)cc1,CC(=O)Nc1ccc(O)cc1,C13H16N2O3,34,C5H9NO
CC(=O)Nc1ccc(OC(CO)SO)cc1,CC(=O)Nc1ccc(O)cc1,C10H13NO4S,29,C2H6O2S
CC(=O)Nc1ccc(O)cc1N1C2C(O)CC3C(C2C)N2COC34CC214,CC(=O)Nc1ccc(O)cc1,C19H23N3O4,49,C11H16N2O2
O=C(CC12CN3CC(CCOC4N=N4)C1CC32)Nc1ccc(O)cc1,CC(=O)Nc1ccc(O)cc1,C18H22N4O3,47,C10H15N3O
COC(C=O)Oc1cc(NC(C)=O)ccc1O,CC(=O)Nc1ccc(O)cc1,C11H13NO5,30,C3H6O3
CC(=O)Nc1ccc(O)c(C2(C)C3C45C(O)N2CN2C6C34C625)c1,CC(=O)Nc1ccc(O)cc1,C17H17N3O3,40,C9H10N2O
CC(=O)Nc1ccc(O)c(SC2C34OC23N2NC24)c1,CC(=O)Nc1ccc(O)cc1,C12H11N3O3S,30,C4H4N2OS
CC(=O)Nc1ccc(O)c(C2C3=C(Cl)N4C3C(Cl)C24)c1,CC(=O)Nc1ccc(O)cc1,C14H12Cl2N2O2,32,C6H5Cl2N
CC(=O)Nc1ccc(OC23CC4=C2C42COC4(NCC4N2)O3)cc1,CC(=O)Nc1ccc(O)cc1,C17H17N3O4,41,C9H10N2O2
CC(=O)Nc1ccc(O)c(C23N4COC56C7C48N2CC35C786)c1,CC(=O)Nc1ccc(O)cc1,C16H13N3O3,35,C8H6N2O
O=C(COCC1C=CC2C=CC3NC1C23)Nc1ccc(O)cc1,CC(=O)Nc1ccc(O)cc1,C18H20N2O3,43,C10H13NO
CC(=O)Nc1ccc(O)c(C23C(=O)C4(Cl)CC2C43)c1,CC(=O)Nc1ccc(O)cc1,C14H12ClNO3,31,C6H5ClO
C=C1C2(Br)C=CC12Oc1ccc(NC(C)=O)cc1,CC(=O)Nc1ccc(O)cc1,C14H12BrNO2,30,C6H5Br
CC(=O)Nc1ccc(O)c(C2=C3C4C5(Br)CC2(O)C345)c1,CC(=O)Nc1ccc(O)cc1,C15H12BrNO3,32,C7H5BrO
CC(=O)Nc1ccc(OOCCCC(C)C)cc1,CC(=O)Nc1ccc(O)cc1,C14H21NO3,39,C6H14O
CC1CNNC(CC(=O)Nc2ccc(O)cc2)C1,CC(=O)Nc1ccc(O)cc1,C13H19N3O2,37,C5H12N2
CCCCCC(CC)CC(C)Cc1cc(O)ccc1NC(C)=O,CC(=O)Nc1ccc(O)cc1,C20H33NO2,56,C12H26
CC(=O)Nc1ccc(OC2C34CC35C3=C6OC65C24CO3)cc1,CC(=O)Nc1ccc(O)cc1,C17H13NO4,35,C9H6O2
O=C(CC1COC2=C3NC2C1O3)Nc1ccc(O)cc1,CC(=O)Nc1ccc(O)cc1,C14H14N2O4,34,C6H7NO2
NN1CC2OC3CC4C2CC3(CC(=O)Nc2ccc(O)cc2)NC2C4C21,CC(=O)Nc1ccc(O)cc1,C19H24N4O3,50,C11H17N3O
CC(=O)Nc1ccc(O)c(C2CC3CC4OC4=C(O)C32)c1,CC(=O)Nc1ccc(O)cc1,C16H17NO4,38,C8H10O2
CC(=O)N(c1ccc(O)cc1)N1C2=C3C1CCC14C3C1C24,CC(=O)Nc1ccc(O)cc1,C17H16N2O2,37,C9H9N
CC(=O)Nc1ccc(O)c(C23C=C(C2)C2=CC4OOC24CC3)c1,CC(=O)Nc1ccc(O)cc1,C18H17NO4,40,C10H10O2
CC(=O)Nc1ccc(OC2C3=CC45OC(Cl)C4C325)cc1,CC(=O)Nc1ccc(O)cc1,C15H12ClNO3,32,C7H5ClO
C=C1CC23COC2N(Oc2ccc(NC(C)=O)cc2)C1C1(C=C1)CC3O,CC(=O)Nc1ccc(O)cc1,C20H22N2O4,48,C12H15NO2
CCC1C2CC3C4NC2C4C3C1c1cc(O)ccc1NC(C)=O,CC(=O)Nc1ccc(O)cc1,C19H24N2O2,47,C11H17N
O=C(CC1CC2C3=C4C5C3N1C425)Nc1ccc(O)cc1,CC(=O)Nc1ccc(O)cc1,C16H14N2O2,34,C8H7N
CC(=O)N(c1ccc(O)cc1)C12C3C4COC5CC31CC51C2C12C(N)N42,CC(=O)Nc1ccc(O)cc1,C20H21N3O3,47,C12H14N2O
C=C=COC1CC2CCC(C2)N1OC(C)c1cc(NC(C)=O)ccc1O,CC(=O)Nc1ccc(O)cc1,C20H26N2O4,52,C12H19NO2
CC(=O)Nc1ccc(OC(F)C23OC2CC2C=C4NC423)cc1,CC(=O)Nc1ccc(O)cc1,C16H15FN2O3,37,C8H8FNO
CC(=O)N(c1ccc(O)cc1)C12CCC3OC(C)C4CC1C3N4OC2,CC(=O)Nc1ccc(O)cc1,C19H24N2O4,49,C11H17NO2
CCCC(C)CCCCC(=O)Nc1ccc(O)cc1,CC(=O)Nc1ccc(O)cc1,C16H25NO2,44,C8H18
CC(=O)Nc1ccc(O)cc1N1C2OCC34C2C(CNC13)C41ON2C=C21,CC(=O)Nc1ccc(O)cc1,C18H18N4O4,44,C10H11N3O2
CC(=O)N(c1ccc(O)cc1)C1(C(OCOO)C(C)O)CO1,CC(=O)Nc1ccc(O)cc1,C14H19NO7,41,C6H12O5
CC(=O)N(c1ccc(O)cc1)C1C2NC34C5C1C1C(C2OO)C13C54,CC(=O)Nc1ccc(O)cc1,C18H18N2O4,42,C10H11NO2
CC(=O)Nc1ccc(OC2(C)CC3C45C=C2C3(C4)O5)cc1,CC(=O)Nc1ccc(O)cc1,C17H17NO3,38,C9H10O
NC1CC2C34C5C3(CC(=O)Nc3ccc(O)cc3)S536=C5N1C4(O3)C526,CC(=O)Nc1ccc(O)cc1,C17H15N3O3S,39,C9H8N2OS
CC(=O)Nc1ccc(O)c(C23N=C4NC5C=C2C3N45)c1,CC(=O)Nc1ccc(O)cc1,C14H12N4O2,32,C6H5N3
CC(=O)Nc1ccc(O)c(NCC2NC34OC3C3C=C5CC5C23O4)c1,CC(=O)Nc1ccc(O)cc1,C18H19N3O4,44,C10H12N2O2
CC(=O)Nc1ccc(OC2CC34CC5C3OC43C2C53)cc1,CC(=O)Nc1ccc(O)cc1,C17H17NO3,38,C9H10O
CC(=O)Nc1ccc(O)cc1C12C3C(C)N4C1C31C2C41O,CC(=O)Nc1ccc(O)cc1,C16H16N2O3,37,C8H9NO
CC(=O)Nc1ccc(O)c(C23CON4C5C6=C2C52OC64C32)c1,CC(=O)Nc1ccc(O)cc1,C16H12N2O4,34,C8H5NO2
CC(=O)Nc1ccc(O)c(C23C4OC25C2C6=CC3(NN65)C24)c1,CC(=O)Nc1ccc(O)cc1,C16H13N3O3,35,C8H6N2O
CC(=O)Nc1ccc(O)c(C23CNCC(C)(C2)C3O)c1,CC(=O)Nc1ccc(O)cc1,C15H20N2O3,40,C7H13NO
CC(=O)Nc1ccc(O)cc1C12C3OC4C5C6OC41OCC52C63,CC(=O)Nc1ccc(O)cc1,C17H15NO5,38,C9H8O3
CC(=O)Nc1ccc(O)cc1C1(C)C=CC1C(C)C(C)C,CC(=O)Nc1ccc(O)cc1,C18H25NO2,46,C10H18
CC(=O)Nc1ccc(O)cc1C12CC13C1C3N1N2,CC(=O)Nc1ccc(O)cc1,C13H13N3O2,31,C5H6N2
O=C(CC12NC13C1COC4NC1OC2C43)Nc1ccc(O)cc1,CC(=O)Nc1ccc(O)cc1,C16H17N3O4,40,C8H10N2O2
CC(=O)Nc1ccc(O)c(C23CC45CC26C2N4N6C253)c1,CC(=O)Nc1ccc(O)cc1,C15H13N3O2,33,C7H6N2
CC(=O)Nc1ccc(O)c(C2(C)C(O)CC2C2COC3C2=CC2OC23)c1,CC(=O)Nc1ccc(O)cc1,C20H23NO5,49,C12H16O3
CCC(c1cc(NC(C)=O)ccc1O)C(C)C,CC(=O)Nc1ccc(O)cc1,C14H21NO2,38,C6H14
CC(=O)Nc1ccc(O)cc1OC1COC2=C3C=C2OC31,CC(=O)Nc1ccc(O)cc1,C15H13NO5,34,C7H6O3
CC(=O)Nc1ccc(O)c(C23C4N5C6(C)CCCC42C563)c1,CC(=O)Nc1ccc(O)cc1,C17H18N2O2,39,C9H11N
O=C(CC1CC2C3=C4C15OCC1C6C5C31C426)Nc1ccc(O)cc1,CC(=O)Nc1ccc(O)cc1,C20H17NO3,41,C12H10O
CCOC(=N)CN(C(C)=O)c1ccc(O)cc1,CC(=O)Nc1ccc(O)cc1,C12H16N2O3,33,C4H9NO
CC(=O)Nc1ccc(O)cc1C12C3C4=C5OOC6C3CC41C6C52O,CC(=O)Nc1ccc(O)cc1,C18H15NO5,39,C10H8O3
