smiles,molecular_formula,num_atoms,time
CCCCN(CC(C)C)c1cccnc1-c1cc(Cl)ccc1C,C20H27ClN2,50,0.00975119136273861
O=C(c1cc2ccc1cc2)N1CCN(CCCCC2CCCCC2)C1=O,C22H28N2O2,54,0.004322744905948639
COc1cccc(C=CC(=O)N2CCN(C(=O)C3CCC3)CC2)c1,C19H24N2O3,48,0.013463583774864674
O=C1N(CCN2CCOCC2)CC2=CC=C3C=CC=C2N13,C16H19N3O2,40,0.0073383646085858345
CC(C)(CC(=O)N1CCCCC1)CN1C(=O)c2ccccc21,C18H24N2O2,46,0.003305921796709299
O=C1CN2CCN(CCOCCN(Cc3ccco3)C(=O)c3cc4oc(=O)c3=CC(=CC=4)N1)C2=O,C24H24N4O7,59,0.02450616843998432
O=C1N(CCn2c3ccc(c2=O)SC3=C2C=C3C=C2SC3)CCCN1c1ccc(F)cc1,C24H20FN3O2S2,52,0.005324331112205982
CN=c1c2nnc(s2)n1Cc1ccccc1-c1ccc(S(=O)(=O)N2CCCN(C(=O)NCc3cccc(Cl)c3)C2)cc1,C29H28ClN7O3S2,70,0.0033086210023611784
O=C(c1ccc(-c2ccccc2)nc1)N1CCC(CCC2CCCCC2)CC1,C25H32N2O,60,0.0029328179080039263
C=C(Cl)c1ccc(-c2nnc(SC)[nH]2)cc1NS(=O)(=O)c1ccccc1,C17H15ClN4O2S2,41,0.008229613304138184
COc1ccc2c(c1)c(O)c(C(=O)NNC(=O)CCCC(C)(C)C)c1cc(OC)ccc12,C25H30N2O5,62,0.0028793613892048597
COc1ccc2nnnc(C=C3C(=O)NC(=O)N(C(=O)O)C3=O)c2c1,C14H9N5O6,34,0.00988190621137619
Cc1ccc(-c2c(C)nc3sc(NC(C)(C)C)nn23)cc1,C16H20N4S,41,0.0038093377370387316
CC(=O)NCc1c(C(=O)O)c2ccc1n2CCCn1cc2nc1N=C2c1ccc(F)cc1,C23H20FN5O3,52,0.0017823026282712817
CCOc1ccc(-c2cc3cc(NC(=O)COc4ccccc4C)ccc3c(=O)n2C)cc1,C27H26N2O4,59,0.0009251931915059686
O=C(CCC1(C(=O)N2CCCOC2=O)CCCCC1)N1CCCC1,C18H28N2O4,52,0.002269233111292124
CC1(C)CCCCCc2ccccc2C(=O)OCCC1=O,C18H24O3,45,0.006606074515730143
CCCC(=O)OCCCN1C(=O)C2=CC(C(=O)OC)=CC(=C1C(=O)OCC)S2,C19H23NO7S,51,0.005808768793940544
O=S1(=O)C2=C=CC=CC2=Cc2ccccc21,C13H8O2S,24,0.012249721214175224
O=C1CN2CCN(C(=O)NC3=CC4=CC=C(C=CF)C(=C3)S4)CCCN1Cc1ccc2cc1,C25H25FN4O2S,58,0.023712242022156715
O=C(C=C(N=Nc1ccc(F)cc1)Oc1cccc(Cl)c1)NCC(=O)Nc1ccccc1,C23H18ClFN4O3,50,0.0037960591726005077
COC1=CC=C1C(=O)O,C6H6O3,15,0.07705557346343994
Cc1ccc2c3c(=CC=CC=C(c4ccccc4)C(F)(F)F)n(c2c1)N=C(N)N=3,C22H17F3N4,46,0.019875703379511833
N#Cc1ccc(CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)F)cc1,C13H8F9N,31,0.005022562574595213
CCCCCCCCn1c(=O)ccn2c(C)c(C)nc12,C16H25N3O,45,0.004907132592052221
N#CN=C(N)Nc1cccc2c1ccc1cccc(-c3ccc(C#N)c(N)n3)c12,C22H15N7,44,0.0071603464893996716
CC(=O)CCC(=O)OC(C)=O,C7H10O4,21,0.036781102418899536
Cc1ccc(CN2CCCC(N3CCN(C(=O)c4ccc(Cl)cc4C#N)CC3)C2)cc1,C25H29ClN4O,60,0.0014618549030274153
CC(=O)N(CCn1c(=O)n(C)c2ccccc21)Cc1cccc(Br)c1,C19H20BrN3O2,45,0.0048280698247253895
CC(=O)c1ccccc1C=CC=C(C)C(C)(C)C,C17H22O,40,0.0048476024530828
CC(=O)C1=C(C(=O)N2CCCCC2=O)C(=O)N(CC2CCC(C)(C)CC2)C1=O,C21H28N2O5,56,0.005874987691640854
COC(=O)COc1cc(C)nc(-c2cccc3cc(OC)ccc23)c1,C20H19NO4,44,0.004255389794707298
Cc1ccc(C)[n+](C(C)(C)C)c1-c1ccc(Cl)cc1,C17H21ClN+,40,0.006523543503135443
O=C1CCCN(C(=O)c2ccccc2)CCCOC(=O)c2ccccc2C1=O,C22H21NO5,49,0.002303251763805747
COC(=O)SC1=NOC(C)(C(=O)OC)S1,C7H9NO5S2,24,0.041363153606653214
COc1ccccc1C(=O)NCCSc1nn2cc1cc2N,C15H16N4O2S,38,0.010781735181808472
Cc1ccc(C#N)n1CCN(CCCN1CCN(C)C1=O)c1ccccc1,C21H27N5O,54,0.006525640841573477
Fc1ccccc1CCN(Cc1ccccc1)c1nnc(-c2ccccc2)s1,C23H20FN3S,48,0.001552944420836866
Fc1cccc(N2CC=NC2=Nc2ccccc2)c1,C15H12FN3,31,0.013636625371873379
COC(=O)NC(=O)N1CCN(C(=O)N2CCCN(CCNC(=O)c3cccs3)C2=O)C1=O,C18H22N6O7S,54,0.0031382166780531406
O=S1(c2ccccc2)=NC=CC=C(Br)c2cccc3c4nn(c23)CCN41,C19H15BrN4OS,41,0.01945994608104229
O=C1CN(c2ccc3c(c2)COCO3)C(=O)N1CCN1CCCC1c1csc2ccccc12,C25H25N3O4S,58,0.010746817104518414
CC(C)(CSC1OS(=O)(=O)O1)C(=O)N1CCOC1=O,C9H13NO7S2,32,0.024138836190104485
CCCCOC(OC)(OCC)OC(OCC)(OCCN)OCOCC,C16H35NO8,60,0.1287774294614792
O=C(C1=CCCC=C1)c1cccc(-c2nc(C(=O)N3CCCCC3)ccc2F)c1,C24H23FN2O2,52,0.00728212995454669
CN(C(=O)C1=CC(Cl)=C1)S(=O)(=O)O,C6H6ClNO4S,19,0.046408407390117645
CCCNC(=O)CN(CCCOC(=O)c1ccc(NC(=O)NC(=O)c2ccccc2)nc1)C(=O)c1cccs1,C27H29N5O6S,68,0.0018426523311063647
O=C1CCN2C(=O)N1CCCCCCOS(=O)(=O)Nc1ccc2c2c1=CC=C(F)C(Cl)=CC=2,C22H23ClFN3O5S,56,0.03689367324113846
CCOC(=O)N1CCCC(C#N)=C1C1CCCC1,C14H20N2O2,38,0.019438421353697777
O=C(c1ccccc1F)N1CC=NN=C1c1cccc(Br)c1,C16H11BrFN3O,33,0.004999105352908373
O=C(Sc1ccc(Cl)cc1)n1c(=O)[nH]c2cc(Cl)ccc21,C14H8Cl2N2O2S,29,0.007556909695267677
CCCn1c(=O)c2c3cccsc1nc2NC3=O,C12H11N3O2S,29,0.016498100012540817
COc1ccccc1NC(=O)N1CC=C(C#N)CC1,C14H15N3O2,34,0.006022978574037552
COc1cc(F)ccccc2c(c1)C(=O)CCN(C(=O)N1CCCCC1)C2=O,C21H23FN2O4,51,0.00591876870021224
CC=CC1=CC=C2C(OCCOC(=O)N3CCNC(=O)C3)=NC(=O)N1S2(=O)=O,C16H18N4O7S,46,0.01626724936068058
CCC(=CC=C1C(=O)c2ccc1cc2)c1cccc(NS(=O)(=O)c2ccccc2)n1,C24H20N2O3S,50,0.0036278648767620325
CN(C)S(=O)(=O)c1cc(Cl)ccc1C=CC1=CC=CC=CC=C1,C18H18ClNO2S,41,0.017956186085939407
COc1c(Cl)cc2ccc3c1c2=NN(C)C(=O)NCC(=O)N3,C14H13ClN4O3,35,0.02380446530878544
CCCCCCCN(C(=O)NCC)C(=O)C1=CC=C(OC)C1=O,C17H26N2O4,49,0.010191068053245544
O=S1(c2ccc(Cl)cc2)(c2ccc(Cl)cc2)NN1,C12H10Cl2N2OS,28,0.01977693848311901
COc1cc(Cl)c(OC)c(OCCNC(=O)c2scc3[nH]c(=O)[nH]c23)c1OC,C17H18ClN3O6S,46,0.00884827971458435
CCCN(C)CCOc1c(N2CCOCC2)c2c3c-2nc2nc3cc(OC)ccc1[nH]c2=O,C24H29N5O4,62,0.014026819728314877
C=c1c2ccc3c1=CC(C(=O)N1CCN(C)C1=O)=C(S3)c1ccccc1NC(=O)C2,C23H19N3O3S,49,0.023724474012851715
O=C1COc2ccc3cc2C(=O)N1C(c1ccc2c(c1)OCO2)=CO3,C18H11NO6,36,0.01612057350575924
O=C1C(=c2c3cccc2c3)CCN1CCCCCSc1ccccc1,C22H23NOS,48,0.01726982742547989
CCCN(C)Cc1cn(CCc2ccc(-c3cc4cc(OC)ccc4o3)cc2)c(=O)cc1C,C28H32N2O3,65,0.0030046890024095774
O=C(c1cc(S(=O)(=O)N2CCCCC2)co1)N1CC2(CCCC2)C1=O,C17H22N2O5S,47,0.0015345762949436903
CCCCCCC1CCCCN1C(=O)C1=CC2=CC=CC(=C1)C2=O,C21H27NO2,51,0.009529913775622845
CCCNC(=O)NCCCCN1CCN(c2nc3ccc2n2c(-c4ccc(Cl)cc4)ccc32)CC1,C27H33ClN6O,68,0.0034632228780537844
COC(=O)NC(=O)Nc1ccccc1C#N,C10H9N3O3,25,0.006992220412939787
Nc1ccc(CNC(=Nc2cc(-c3ccccc3)nnn2)c2ccccc2)cc1,C23H20N6,49,0.001014825887978077
COc1ccccc1C(=O)C=NC=CC1=C(C#N)CCCC1,C18H18N2O2,40,0.012755239382386208
N#CNC(C=C(C#N)C#N)=CC=CC=c1cc(F)cc2c1=CC=C2,C19H11FN4,35,0.023120006546378136
Cn1c(=O)n(C)c2cc(NC(=O)C3CN4CCN3CC4)ccc21,C16H21N5O2,44,0.003282267600297928
O=C1N2CCC3(CCCCC13N1CCN(Cc3ccccc3)CC1)CC2,C22H31N3O,57,0.001298442599363625
N#CSC1=CC=C2C3C=C1S23(N)=O,C8H6N2OS2,19,0.09417621046304703
O=C(O)N=C(C=CC(=CC=CNS(=O)(=O)c1ccccc1)S(=O)(=O)O)c1ccccc1,C20H18N2O7S2,49,0.0014962081331759691
O=C1c2cc3cc(c2)-c2cccc(c2)C(N2CCCCC2)=CCCN1C3,C23H24N2O,50,0.009032925590872765
O=C(C1=CC=CC2=CC=C(c3cccc(=O)o3)N(CC1)S2(=O)=O)N1CCN2C(=O)N3CCCCC3CC2C1,C27H30N4O6S,68,0.015564928762614727
COc1cccc(C(=O)N(CC2CCCC2)C(=O)c2ccc(C)cc2OC)c1,C23H27NO4,55,0.005613288376480341
O=C(CN1CCOC1=O)C1=CC=c2c(sc3ccccc23)=CC=C1,C19H15NO3S,39,0.01750701293349266
CC(C)(C)CCNC(=O)Oc1ccccc1N=C(c1ccc(Cl)cc1)c1ccc(Cl)cc1,C26H26Cl2N2O2,58,0.003655895823612809
Cc1ccc(NC(=O)c2cccc(Cl)c2Cl)c2ccc(F)cc12,C18H12Cl2FNO,35,0.0042423526756465435
CC(=O)Nc1ccc(-c2ccccc2-c2cccc(C3=Cc4cccc(n4)N3)c2)cc1,C27H21N3O,52,0.007450080942362547
CCC=C(C=C1C(=O)CCCC1=O)CCC,C14H20O2,36,0.04110962897539139
CC(=O)N(CCCCCCCCNC(=O)C1CCCCC1)C(C)=O,C19H34N2O3,58,0.00469244783744216
CC(C)(C)c1ccccc(F)c2nc3ncc(nc1[nH]2)c1ccccc31,C21H19FN4,45,0.008818525820970535
CC1(C)C(=O)NNC(=O)N1C(=O)n1c2cccc-2cc2ccccc21,C18H16N4O3,41,0.008587585762143135
Cc1ccccc1Nc1ccc2cccnc2n1,C15H13N3,31,0.004434689879417419
CNC(=O)C1=CC=C(N=C2SCCCS2)C1=O,C11H12N2O2S2,29,0.01921905390918255
COc1cc(N2CCC2)cc(C)cccnc1CN(C)C(=O)Nc1ccc(Cl)c(Cl)c1,C23H26Cl2N4O2,57,0.01759244315326214
CCN(C)C(=O)NC(=O)N1C(c2ccccc2)=C(N(C)C(=O)c2cccc3cc(C(F)(F)F)ccc23)n2ccc1n2,C29H25F3N6O3,66,0.0062086875550448895
C=CC1=CCN(CCCn2c(=O)[nH]c3ccccc32)CC1,C17H21N3O,42,0.011150583624839783
O=C(c1ccc(F)cc1)N1CCCN(C2CCCCC2)C1=O,C17H21FN2O2,43,0.001380385598167777
O=C(O)COC(=O)CCCCCC1CCCCC1,C14H24O4,42,0.006972214672714472
COc1cc2cc(c1)C(C(=O)c1ccccc1N1CCN(CCN3CCCCC3)CC1)=CC2=O,C28H33N3O3,67,0.003769130213186145
CN(C)CCCNc1nc(N)c2c3ccc(-c4ccc(F)c(C(C)(C)C)c4)n4ccc(c2n1)c34,C27H31FN6,65,0.005230330862104893
CCOC(=O)C(=CC1=C(c2cc3ccc2c(=O)n3C)OCCC1)c1ccccc1,C24H23NO4,52,0.007464936468750238
O=C(NCC=C1C(=O)NCc2cccc(Nc3cc4ccc3cc4)c21)NC(=O)Nc1ccc(Cl)cc1C1CC=CC=N1,C32H27ClN6O3,69,0.010434072464704514
O=C(c1ccc(Cl)c(Cl)c1)c1cccn(C2CCCN(CCCN3CCCC3)C2)c1=O,C24H29Cl2N3O2,60,0.005831782706081867
O=C(OCCCc1cn2ncn1c2=O)c1ccccc1,C14H13N3O3,33,0.0032119492534548044
Cc1cccc(C=C2C=C(Cl)C=CC(C(=O)N3Cc4ccc(OCCCN5CC5)c(c4)C3=O)=C2)c1,C29H27ClN2O3,62,0.024632679298520088
CCCCCCCCCCCCCCCCn1c(C)ccc(C(=O)O)c1=O,C23H39NO3,66,0.0022488480899482965
CCOC(=O)c1cccc(C(=O)N(C)Cc2ccccc2)ccc(C)n1C,C22H26N2O3,53,0.006729007698595524
CN1C=CC=C(Cl)c2ccc(c(Nc3nc(-c4cc5cc-5c4)cs3)n2)S1(=O)=O,C19H13ClN4O2S2,41,0.025124646723270416
COC1=CC(CCC2CCCCC2)=CC1=O,C14H20O2,36,0.018409747630357742
CCOC(=O)N(CC1CC=CC=C1c1cccc(Br)c1)C(=O)N1CCN(C)C1=O,C21H24BrN3O4,53,0.015938464552164078
O=C(COc1ccccc1)c1ccnn(Cc2ccccc2)c1=O,C19H16N2O3,40,0.0011753689032047987
CCCCCCCS(=O)(=O)c1sc2nnc3n2c1-3,C11H15N3O2S2,33,0.010513278655707836
O=C1CN(CCn2nc3c(C(=O)Nc4ccccc4)c2S3)CCN1,C16H17N5O2S,41,0.0020157869439572096
CCN(C(=O)C=Cc1cccc(F)c1)C(=O)Nc1cncc(Br)c1,C17H15BrFN3O2,39,0.007042466197162867
CN1CCCCN(S(=O)(=O)c2ccc[nH]2)CCC1,C12H21N3O2S,39,0.022862708196043968
COc1ccc2cc1C=C2C(=O)N1CC2COCC1C2,C16H17NO3,37,0.023325683549046516
CCCc1ccc(C(=CCl)C(C)=NC=Cc2cccc(Cl)c2)cc1NC(=O)N(CCC)C(C)=O,C27H31Cl2N3O2,65,0.014276895672082901
CC(C)CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)F,C9H11F9,29,0.04963885247707367
O=C(c1c2cc(Cl)cc1[Se]2)N1CCN2CCN(CC1)C2=O,C14H14ClN3O2Se,35,0.004774064291268587
COC1=CC(C2C(OC)=CC=CC2N(C)C(=O)c2sc(-c3cccc4cccc(O)c34)nc2C(=O)O)CC=C1,C30H28N2O6S,67,0.013752668164670467
Cc1ccc(CCOc2ccc(C(=O)N3CCCCCCC3)c(F)c2)c2ccccc12,C27H30FNO2,61,0.005279447417706251
O=C(Nc1cn2c(n1)N(c1ncccc1Cl)CC2)c1ccc(Cl)cc1,C17H13Cl2N5O,38,0.0009855382377281785
CCCCCCCCN1C(=O)C(C)=C(C(=O)OCC)C1=O,C16H25NO4,46,0.0031153091695159674
CC1CCN(CCCNC(=O)C2=C(F)c3cc2ccc3S(=O)(=O)N2CC2)C1,C19H24FN3O3S,51,0.016215426847338676
COC(=O)N1CCCN(CCCN(C)C(=O)c2sc3ccc(OC)cc3c2C)C1=O,C21H27N3O5S,57,0.0070277126505970955
COC1=C(C(=O)Oc2ccc(OC)cc2C(F)(F)F)N(C(=O)c2cc3ccccc3n(-c3ccccc3)c2=O)CC1,C30H23F3N2O6,64,0.002575303427875042
O=C(OCc1cccc(F)c1)c1nc(C(=O)N2CCCCC2)ccc1Cl,C19H18ClFN2O3,44,0.0012383662397041917
COc1ccc(N2CCN(C(=O)Oc3ccc(C)cc3)C2=O)cc1OC,C19H20N2O5,46,0.0031842845492064953
O=C(Cn1nc2nc-2c1=O)N1CCCCC1,C10H12N4O2,28,0.0011535340454429388
COC(=O)c1cc2cc(OC)ccc2n(CCCc2ccc(OC)cc2)c1=O,C22H23NO5,51,0.0014788712142035365
CN(CCNC(=O)N1CCCC1)C(=O)c1ccccc1C#N,C16H20N4O2,42,0.005030197557061911
CC1=Cc2cc1ccc2N1CCC1,C12H13N,26,0.04909404739737511
CCN(CC)S1(C)=Nc2ccc3c(cccc3c2)N=1,C15H19N3S,38,0.03724436089396477
Nc1nc(C(F)(F)F)c(C(=O)Nc2ccccc2)n1CC(=O)N1CCCC1,C17H18F3N5O2,45,0.0017438222421333194
Fc1ccccc1[SH]12(C=CC=C1)NC(=S)N2,C11H11FN2S2,27,0.04591325297951698
COc1ccccc1N(CCc1ccccc1NC(C)=O)S(=O)(=O)CCc1ccccc1,C25H28N2O4S,60,0.0034925993531942368
CNC(=O)NCCN(CC1CN2CCN1CC2)C(=O)c1sc2cncc-2cc1C(F)(F)F,C20H25F3N6O2S,57,0.013492093421518803
CN1CCCN(CC(=O)N2CCN(C(=O)c3nc4c5cc(Cl)cn4c35)CC2)C(=O)N(C)CC1,C22H28ClN7O3,61,0.001584916957654059
COC(=O)N(CCN1CCCCC1)C(=O)N(C)C(=O)NC(=O)N(C)C,C15H27N5O5,52,0.010190766304731369
N#Cc1ccccc1N1C(=O)NCNC1=O,C10H8N4O2,24,0.02201339229941368
CC(=O)NC(=O)N1CCCC1=CC=c1c2ccnc1n(C)c2,C16H18N4O2,40,0.012474806979298592
Cc1ccc(Br)cc1-c1cc(C=CC=NC(=O)N2CCCCC2)ccc1Cl,C22H22BrClN2O,49,0.004679732955992222
COc1ccccc(NC(=O)NCCOc2nc3nn2CCN3c2ccccc2)cccc1,C24H26N6O3,59,0.0076148328371346
CCc1ccc(C#N)c(CN(C)S(=O)(=O)c2cc3ccccc3c3ccccc23)c1,C25H22N2O2S,52,0.001118747517466545
COc1ccccc1NC(=O)c1ccccc1-c1cccc(OCC2CCCC2)c1C#N,C27H26N2O3,58,0.002572418190538883
COc1ccc(NS(N)(=O)=O)cc1-c1ccc(-c2ccc(C)c(Cl)c2)c2cc(Cl)ccc12,C24H20Cl2N2O3S,52,0.0036853766068816185
CNC(=O)NC(Br)=Nc1cc(Br)c(Br)cc1Br,C9H7Br4N3O,24,0.026755385100841522
CCC(=O)Nc1ccc(C(=O)NC(=O)C2=CC(C(F)(F)F)=C2)cc1,C16H13F3N2O3,37,0.00820407085120678
COC(=O)CN(C)CCN1CCCN(C(=O)c2ccc(OC(C)(C)C)c3cc(OC)ccc23)C1=O,C26H35N3O6,70,0.004306100308895111
COc1ccc(OCCC#CC(=O)N2CCCCC2)cc1,C17H21NO3,42,0.0025265635922551155
O=C(O)CC(=O)NC(=S)NCCCCCCN1CCCNC1=O,C14H24N4O4S,47,0.00798842404037714
CCN(C(C)=O)C(=O)N1CCN(C(=O)C(C#N)=c2nc3sc2=CS3)C1=O,C15H13N5O4S2,39,0.010389667004346848
CCOC(=O)NC(=O)NC(=O)C[Se]C1=C(C(=O)O)C(=O)N1CCOc1ccc(OC)c(OC)c1,C20H23N3O10Se,57,0.0052445256151258945
O=C(c1nnnnc1N1CC1)N1CCCCC1,C10H14N6O,31,0.00425969110801816
CCCOC(=O)C(C(=O)OC(=O)c1ccccc1)=C(C(=O)OC)C(=O)C(C)(C)C,C21H24O8,53,0.005879214033484459
CN1C(Cl)=CC=C2C(=O)NC21,C7H7ClN2O,18,0.08886156976222992
O=C(Nc1ccccc1)N1CCCN(CCNc2ccccc2-c2ccccn2)C1=O,C24H25N5O2,56,0.0029035473708063364
CN(C(=NC#N)c1ccc(C(N)=O)cc1)c1ccccc1C(F)(F)C#N,C18H13F2N5O,39,0.013181093148887157
COC(=O)c1ccc(N(C)C)c2cc(Cl)ccc12,C14H14ClNO2,32,0.007397039327770472
O=C(O)c1cc(C(=O)N2CCCCC2=O)c2cc(Cl)cnc2c1,C16H13ClN2O4,36,0.0006620428757742047
O=C1N(CCCN2CCCCC2)CCN1Cc1ccc2cc(C(F)(F)F)c(F)c(C(F)(F)F)c2c1,C24H26F7N3O,61,0.003948688507080078
Nc1nc(NCCCCO)nc(Nc2ccc3ccc(C(F)(F)F)cc3n2)n1,C17H18F3N7O,46,0.002279505366459489
CCN1CCN(C(=O)Nc2nccc(Cl)c2C=CC=CC(N)=O)CC1,C17H22ClN5O2,47,0.0038664424791932106
CCCN1CCCN(c2nc(C(=O)N3CCCC3)nc3ccc(F)cccccc23)C1=O,C24H28FN5O2,60,0.005935813765972853
C#CC(=O)N(C)CCC#Cc1ccc(Cl)cc1OC,C15H14ClNO2,33,0.014995650388300419
COc1ccc(C(=O)N2CCCCC2)c(CC(=O)Nc2ccccc2)c1,C21H24N2O3,50,0.0026878146454691887
N#CC(=NO)N1CCCN(CCN2CCN(C(N)=O)CC2)CC1,C14H25N7O2,48,0.001668910146690905
CCNc1nc(N=NC#N)c2ccccc2n1,C11H10N6,27,0.009188446216285229
